Zonal office,Company,Incident date,Contaminant,Estimated quantity,Quantity recovered,Type of facility,Cause,FID,Site location name,Latitude,Longitude,LGA,Spill area habitat,States affected,TYPE_1
,NAOC,2/13/2013,cr,170,164,,sab,417,"24"" OGODA/BRASS P/L @ EWOAMA",4.3305278,6.2816111,Brass,sw,BY,State
ph,SPDC,1/12/2013,cr,201,71,,sab,418,"8"" ISIMIRI D/L AT UZUAKU",4.889861,7.175611,Ukwa-West,la,AB,State
ph,NAOC,12/29/2012,cr,110,50,,sab,419,"18"" TEB/BRASS PL AT TOMKIRI",4.4099444,6.2502222,Nembe,sw,BY,State
,SPDC,12/20/2012,cr,312,296,,sab,420,"8"" ISIMIRI-IMR GATE PL",4.887028,7.188611,Ukwa West,la,AB,State
,NAOC,12/19/2012,cr,400,50,,sab,421,"18"" TEB/BRASS PL AT IGBEMATORU",4.5185278,6.0223333,Southern Ijaw,sw,BY,State
,NAOC,12/19/2012,cr,200,50,,sab,422,"18"" TEB/BRASS PL AT IGBEMATORU",4.5141111,6.0293333,Southern Ijaw,sw,BY,State
wa,SPDC,12/18/2012,cr,155,,other:Trunk line,cor,423,28'' TRANS FORCADOS PIPELINE AROUND ODIDI COMMUNITY,5.507917,5.476278,Warri-South-West,sw,DE,State
,SPDC,12/15/2012,cr,721,530,,sab,424,"6"" OBIGBO NORTH-NEW ELELENWO PL",4.854694,7.140528,Obio/Akpor,la,RI,State
wa,SPDC,12/7/2012,cr,150,,pl,ome,425,"8'' UGHELLI WEST - UPS DELIVERY LINE @ EKAKPAMRE, UGHELLIS SOUTH.",5.5367222,5.8799444,Ughelli-South,la,DE,State
wa,SPDC,11/23/2012,cr,611,,other:trunkline,sab,426,20'' OTUMARA - ESCRAVOS PIPELINE @ ESCRAVOS.,5.5740278,5.2063056,Warri-South-West,sw,DE,State
wa,SPDC,11/23/2012,cr,611,,,sab,427,"20"" Otumara-Escravos P/L",5.574028,5.206306,Warri-South-West,sw,DE,State
,NAOC,11/20/2012,cr,130,20,,sab,428,"18"" TEB/BRASS P/L @ OYEREGBENE 11A&B",4.5062778,6.0516389,Southern Ijaw,sw,BY,State
,SPDC,11/16/2012,cr,603,,,sab,429,IMOR WELL 64S F/L @ OWAZA,4.980056,7.179306,UKWA WEST,la,AB,State
,SPDC,11/13/2012,cr,365.8,,,sab,430,IMO RIVER I WELL 18 F/L @ OWAZA,4.981167,7.17325,UKWA EAST,la,AB,State
,SPDC,11/10/2012,cr,111,75,,sab,431,"24"" TNP@ GIO",4.703778,7.243222,TAI,la,RI,State
,MPN,11/9/2012,cr,228.3,,pl,eqf,432,Idoho PP,4.3681667,7.9441667,,of,AK,State
,NAOC,11/3/2012,cr,266.44,,,other:,433,AKRI F/L STATION WASTE PIT @ AKRI,5.6326944,6.6708056,Oguta,la,IM,State
,SPDC,11/2/2012,cr,511.58,359,,sab,434,"8"" OBIGBO-KOMKOM D/L @ UMUSIA",4.859806,7.135667,OYIGBO,la,RI,State
,SPDC,11/1/2012,cr,4688.12,3675,,sab,435,"12"" IMOR-OGALE D/L AT KOMKOM",4.876833,7.172583,Oyigbo,la,RI,State
wa,NAOC,10/29/2012,cr,100,,,other:,436,OKPAI,5.6584722,6.6613056,Ogba/Egbema/Ndoni,la,DE,State
wa,NAOC,10/29/2012,cr,529,,,eqf,437,AGWE ETITI,5.6406111,6.619,Ogba/Egbema/Ndoni,la,DE,State
wa,SPDC,10/24/2012,cr,571,,,sab,438,"20"" Otumara-Escravos P/L@ Saghara.",5.568611,5.205361,Warri-South-West,sw,DE,State
wa,SEPLAT,10/22/2012,cr,100,,other:,eqf,439,"24"" AMUKPE RAPELE T/L @ MEREJE",5.8097222,5.9175,Sapele,"la,iw,sw",DE,State
,NAOC,10/21/2012,cr,251,180,,ome,440,"18"" EOC-OGODA D/L",5.3888333,6.6794167,Ogba/Egbema/Ndoni,la,RI,State
wa,SPDC,10/7/2012,cr,937,87.5,pl,sab,441,28'' TRANS-FORCADOS PIPELINE(TFP).,,,WARRI SOUTH,sw,DE,State
,SPDC,9/14/2012,cr,155,111,,eqf,442,"16"" EGBENA - ASSA TRUNKLINE AT UMUDIKE",5.449778,6.766667,Ohaji/Egbema,la,IM,State
ph,NAOC,9/4/2012,cr,543,340,,sab,443,"10"" OSHIE/OGODA PIPELINE AT AKARAOLU",5.1011944,6.5085556,Ahoada-West,la,RI,State
,NAOC,8/26/2012,cr,180,,,sab,444,"18"" Tebidaga/Brass pipeline at Oyeregbene, Bayesa State",4.5053333,6.0555833,Southern Ijaw,sw,BY,State
,SPDC,8/18/2012,cr,398,357,,sab,445,"24""/28"" Trans Niger Pipeline at Mogho",4.640861,7.27775,Gokana,la,RI,State
,NAOC,8/16/2012,cr,100,6,,sab,446,"18"" TEB/BRASS P/L @ LASUKUGBENE (11)",4.5090278,6.0400833,Southern Ijaw,sw,BY,State
,SPDC,8/15/2012,cr,1076.1,726,,sab,447,"28"" NKPOKU - BOMU TRUNKLINE AT EJAMAH",4.758528,7.163167,Eleme,la,RI,State
ph,SPDC,8/4/2012,cr,136,106,,eqf,448,"36"" NKPOKU-OGALE T/L NEAR NEW ELELENWO MANIFOLD",4.842639,7.116583,ELEME,la,RI,State
,SPDC,8/2/2012,cr,242,30,,sab,449,"24"" NKPUKU - BOMU TRUNKLINE AT KIRA",4.730917,7.262111,Tai,sw,RI,State
wa,SPDC,7/12/2012,cr,150,,,eqf,450,"8"" Ughelli West-Ups D/L @ Ekakpamre.",5.536722,5.879944,Ughelli-South,la,DE,State
wa,SPDC,7/11/2012,cr,323,,pl,sab,451,"12'' KOKORI - ERIEMU P/L @ OKPARA, AGBARHA - OTOR UGHELLI NORTH.",5.5936833,6.0591833,Ughelli-North,"la,sw,iw",DE,State
,SPDC,7/6/2012,cr,379.12,,,sab,452,"36""RUMUEPKE-NKPOGU T/L @ ALUU",4.926917,6.974667,Ikwerre,la,RI,State
,NAOC,6/30/2012,cr,100,,,sab,453,"10"" CLOUGH CREEK/TEB P/L @ AZAGBENE",4.7911111,5.7550556,Southern-Ijaw,sw,BY,State
,SPDC,6/23/2012,cr,106.27,90.3,,eqf,454,OPUKUSHI WELL 24T FLOWLINE,4.908833,5.804139,Ekeremor,sw,BY,State
,NAOC,6/22/2012,cr,200,160,,sab,455,"10"" OSHIE/OGODA P/L @ IDU-EKPEYE",5.11,6.5447222,Ahoada-West,la,RI,State
,NAOC,6/20/2012,cr,1500,,,sab,456,"8"" NIMBE SOUTH/OBAMA P/L @ SABATORU",4.6061389,6.3602222,Nembe,sw,BY,State
,SPDC,6/18/2012,cr,326,256,,sab,457,"24"" NKPOKU-BOMU T/L AT NONWA",4.743917,7.244917,Tai,la,RI,State
ph,SPDC,6/8/2012,cr,200.2,156,,sab,458,"36"" RUMUEKPE-NKPOKU T/L AT IBAA",4.95375,6.832972,Emuoha,la,RI,State
,NAOC,6/7/2012,cr,100,70,,sab,459,TAYLOR CREEK 2L FLOWLINE @ KALABA,5.1474722,6.4425278,Yenagoa,la,BY,State
,SPDC,6/6/2012,cr,561,442,,sab,460,"24"" NEMBE CREEK-CAWTHORNE CHANNEL PIPELINE AT SEGO MF",4.5003331,6.6053331,Akuku-Toru,sw,RI,State
,NAOC,5/25/2012,cr,500,,,sab,461,"14"" AKRI EOC P/L @ ATAKU MUHU",5.6564444,6.66175,Ogba/Egbema/Ndoni,la,IM,State
wa,SPDC,5/3/2012,cr,1271.72,,pl,sab,462,16'' ERIEMU - UPS P/L @ EKREJEBOR,,,,"la,sw",DE,State
,SPDC,5/1/2012,cr,937.3,906.7,,sab,463,"16"" NUN-RIVER-KOLO CREEK TRUNKLINE @ AGUOBIRI",4.822583,6.1425,Southern Ijaw,sw,BY,State
,SPDC,4/20/2012,cr,118.5,110,,sab,464,"24"" NCTL NEAR TORA MANIFOLD @ BASSAMBIRI",4.476611,6.482333,Brass,sw,BY,State
,SPDC,4/15/2012,cr,493.2,288,,sab,465,"12"" IMO RISER TRUNK LINE @ OWAZA",4.95175,7.184917,Etche,la,AB,State
,NAOC,4/1/2012,cr,1300,,,sab,466,"24"" OGBOINBIRI/OGODA P/L @ AGUOBIRI",4.8233056,6.1451944,Southern Ijaw,sw,BY,State
,SPDC,3/26/2012,cr,176,147,,eqf,467,"10"" DIEBU CREEK D/L AT OPOROMA",4.791333,6.107083,Southern Ijaw,sw,BY,State
,NAOC,3/22/2012,cr,140,,,sab,468,"18"" TEBIDABA/BRASS P/L AT IGBEMATORU 6A",4.5262778,6.0076944,Southern Ijaw,sw,BY,State
wa,SPDC,3/21/2012,cr,306.14,,,sab,469,"12"" KOKORI ERIEMU DELIVERY LINE AT OTERI-AGBARRA",5.569667,6.059972,Ughelli-North,la,DE,State
,SPDC,3/13/2012,cr,344,10,,sab,470,"16""NUN RIVER KOLOCREEK T/L @ ANGIAMAGBENE",4.807694,6.101944,Southern Ijaw,la,BY,State
wa,SPDC,3/5/2012,cr,1271,,,sab,471,EKREJEBOR,5.522611,6.031972,Ughelli-North,la,DE,State
,SPDC,2/29/2012,cr,291.3,269,,sab,472,"36"" RUMEEKPE-NKPOKU T/L @ OMUIGWE-ALUU",4.9435,6.94075,Ikwere,la,RI,State
,NAOC,2/29/2012,cr,100,,,sab,473,"10"" CLOUGH CRK/TEBIDABA P/L AT IKEBIRI",4.6776111,5.9613056,Southern Ijaw,sw,BY,State
,NAOC,2/24/2012,cr,100,,,sab,474,"18"" TEB/BRASS P/L @ IGBEMATORU",4.5238889,6.0116667,Southern Ijaw,sw,BY,State
,SPDC,2/20/2012,cr,103.6,75,,sab,475,"6"" OBIGBO NORTH-OGALE D/L @ KOMKOM",4.84575,7.157333,Eleme,la,RI,State
,SPDC,2/20/2012,cr,2754.96,,,sab,476,"28"" NKPOKU BOMU T/L @ ALETO-ELEME",4.812417,7.101528,Eleme,la,RI,State
,SPDC,2/19/2012,cr,156.8,112,,sab,477,"36"" NKPOKU-BOMU T/L @ AGBONCHIA",4.83175,7.129417,Eleme,la,RI,State
,SPDC,2/14/2012,cr,2025,,,sab,478,"12"" OGUTA-EGBEMA D/L AT OBIAKPU",5.573111,6.76075,Ohaji/Egbema,la,IM,State
wa,NAOC,2/14/2012,cr,100,,,sab,479,BENEKU,5.6764167,6.5156111,Ndokwa-East,la,DE,State
,SPDC,2/6/2012,cr,112.19,,,sab,480,"28"" NKPOKU-BOMU AT B-DERE",4.691028,7.254417,Gokana,la,RI,State
,SPDC,2/1/2012,cr,120,115,,sab,481,"6"" OBIGBO NORTH P/L AT OGALE",4.820361,7.154222,Eleme,la,RI,State
wa,SPDC,1/22/2012,cr,529.5,,pl,sab,482,KOKORI,5.628972,6.069556,Ughelli-North,,DE,State
wa,SEPLAT,1/15/2012,cr,103,,fl,sab,483,OVHOR WELL 2 L/S F/L,5.8865556,5.6183611,Sapele,la,DE,State
,NAOC,1/8/2012,cr,170,,,sab,484,"18"" TEBIDABA/BRASS P/L AT LASUKUGBENE",4.5119444,6.0433333,Southern-Ijaw,sw,BY,State
,NAOC,12/31/2011,cr,1500,,,sab,485,"24"" OGODA BRASS P/L @ EMAGO-KUGBO",4.7252778,6.4304444,ABUA/ODUA,sw,RI,State
,NAOC,12/27/2011,cr,1500,,,sab,486,"6"" OSIAMA/14"" OGBOINBIRI/TEBIDABA PL DIVERSION PIT",4.7860556,5.9760833,Southern Ijaw,sw,BY,State
,SPDC,12/24/2011,cr,245.5,205.2,,sab,487,"24"" NCTL AROUND TORA MANIFOLD",4.476722,6.477083,Brass,sw,BY,State
ph,NAOC,12/15/2011,cr,150,,,sab,488,"18"" TEB/BRASS P/L @ MBIKIBA (9)",4.4747222,6.1203889,Brass,sw,BY,State
,NAOC,11/20/2011,cr,110,,,sab,489,"24"" OGBOINBIRI/OGODA P/L @ AGUOBIRI",4.8235,6.1459722,Southern Ijaw,sw,BY,State
,NAOC,10/31/2011,cr,1430,,,sab,490,"24"" OGBOINBIRI/OGODA P/L AT AGUOBIRI (A)",4.8249444,6.1508333,Southern Ijaw,sw,BY,State
,NAOC,10/31/2011,cr,1040,,,sab,491,"24"" OGBOINBIRI/OGODA P/L AT AGIAMAGBENE",4.8208889,6.1376389,Southern-Ijaw,sw,BY,State
,SPDC,10/27/2011,cr,103,6,,sab,492,"10"" DIEBU CRK D/L @ OPOROMA",4.800056,6.108083,Southern-Ijaw,sw,BY,State
,SPDC,10/13/2011,cr,345.75,,,sab,493,"12"" ADIBAWA-OKORDIA D/L AT IKARAMA",5.16575,6.4705,Yenagoa,la,BY,State
ph,NAOC,10/10/2011,cr,130,,,sab,494,"6"" TAYLOR CREEK F/L @ KALABA",5.1333056,6.4546389,Yenegoa,la,BY,State
,SPDC,10/5/2011,cr,152.02,135,,sab,495,"24"" ALAKIRI-BONNY T/L AT CREEK 6",4.527389,7.094111,Bonny,sw,RI,State
wa,SPDC,10/4/2011,cr,134.28,72,pl,sab,496,28'' TF PIPELINE @ BATAN,5.544222,5.515889,Warri-South-West,sw,DE,State
,NAOC,9/19/2011,cr,105,,,cor,497,"10"" CLOUGH CRK/TEBIDABA P/L AT AZUZUAMA",4.6850556,5.8969722,Southern Ijaw,sw,BY,State
,NAOC,9/10/2011,cr,200,,,sab,498,"24"" OGBOINBIRI/OGODA PIPELINE @AGUOBIRI",4.8221111,6.1416111,Southern Ijaw,sw,BY,State
,SPDC,9/5/2011,cr,155,135,,sab,499,"18"" ASSA-RUMUEKPE T/L AT ELELE-ALIMNI",5.097778,6.722278,AHOADA EAST,la,RI,State
,SPDC,8/27/2011,cr,167.12,,,sab,500,"12"" IMO RIVER-OGALE T/L AT KOMKOM",4.878806,7.172556,Oyigbo,sw,RI,State
,SPDC,8/21/2011,cr,120,84,,sab,501,"12"" ADIBAWA/OKORDIA P/L IKARAMA",5.167306,6.472556,YENAGOA,la,BY,State
,SPDC,8/17/2011,cr,479.49,,,eqf,502,"24""NCTL AT TORA",4.482389,6.535167,NEMBE,sw,BY,State
,SPDC,8/2/2011,cr,319.2,90,,sab,503,"14"" OKODIA-RUMUEKPE @ IKARAMA",5.153389,6.453,YENAGOA,sw,BY,State
,SPDC,8/2/2011,cr,127.8,,,sab,504,"14"" OKODIA-RUMUEKPE @ IKARAMA",5.1465,6.458944,YENAGOA,sw,BY,State
,NAOC,7/23/2011,cr,400,,,ome,505,SLUDGE TANK 19 AT BRASS TERMINAL,4.2987778,6.2474444,Brass,sw,BY,State
,NAOC,7/11/2011,cr,200,,,sab,506,OSHIE 3T WELLHEAD,5.1121667,6.4714444,Ahoada West,la,RI,State
,NAOC,7/1/2011,cr,100,,,sab,507,"10"" OSHIE-OGODA P/L @ IDU EKPEYE",5.1030278,6.5146667,Ahoada West,la,RI,State
ph,SPDC,6/27/2011,cr,724.6,507.2,,sab,508,"12"" IMO RIVER P/L @ UZUAKU",4.917722,7.184444,Ukwa West,la,AB,State
,SPDC,6/26/2011,cr,303.5,50,,sab,509,"8"" ISIMIRI D/L AT UMUAGHALA",4.876806,7.236944,Ukwa West,la,AB,State
ph,NAOC,6/20/2011,cr,500,,,sab,510,"10"" OSHIE OGODA P/L @ IDU EKPEYE",5.1046667,6.52025,Ahoada-West,la,RI,State
,SPDC,6/17/2011,cr,164.2,10,,sab,511,"12"" IMO RIVER II P/L @ ODAGWA",4.9812219,7.1699169,"ETCHE, EBERI/OMUMMA",la,RI,State
,SPDC,6/16/2011,cr,138.5,103.3,,sab,512,"12"" IMO RIVER P/L @ OWAZA",4.9806939,7.1745281,Etche,la,AB,State
,SPDC,6/14/2011,cr,862.6,126,,cor,513,"24"" NKPOKU BOMU TRUNKLINE @ AKPAJO",4.8431939,7.1158889,ELEME,la,RI,State
,SPDC,6/10/2011,cr,195,165,,sab,514,"24"" NKPOKU-BOMU P/L @ BIARA",4.703556,7.279556,Gokana,la,RI,State
ph,NAOC,6/1/2011,cr,146,,,sab,515,"14"" AKRI-EOC P/L @ OKWUZI ONELGA",5.5463056,6.7126944,OGBA/EGBEMA/NDONI,la,RI,State
,SPDC,5/11/2011,cr,119.55,138,,sab,516,"10"" DIEBU CREEK/NUN RIVER D/L AT ONYOMA",4.746806,6.102167,Southern Ijaw,sw,BY,State
,SPDC,5/9/2011,cr,150,102,,cor,517,"10"" EKULAMA PIPELINE AT FREETOWN",4.533528,6.683611,AKUKU-TORU,sw,RI,State
,NDPR,5/6/2011,cr,120,,,sab,518,OSHIUGBOKOR OML 54,4.9548056,6.6749444,Ahoada East,la,RI,State
ph,SPDC,4/9/2011,cr,429,300,,sab,519,ADIBAWA NE W4L F/L,5.255361,6.523694,Yenagoa,la,BY,State
,SPDC,4/6/2011,cr,204,,,sab,520,"8"" ISIMIRI DELIVERY LINE @ UMUAGHALA",4.876333,7.238889,Ukwa West,la,AB,State
,SPDC,3/26/2011,cr,165.9,60,,sab,521,"24""/28"" TNP @BODO WEST",4.597083,7.257806,GOKANA,sw,RI,State
ph,SPDC,3/10/2011,cr,144.6,,,sab,522,"24"" TNP BONU BONNY @ K-DERE",4.659111,7.276556,Gokana,la,RI,State
ph,SPDC,3/7/2011,cr,162.13,100,,sab,523,"24""/28"" TNP @ BODO WEST",4.564528,7.252833,Bonny,sw,RI,State
,SPDC,2/9/2011,cr,4387.3,937,,sab,524,"20"" KOLO CREEK-RUMUEKPE T/L AT OGBOGOLO",4.946889,6.554806,Ahoada East,sw,RI,State
ph,SPDC,2/9/2011,cr,100,140,,sab,525,"28"" TNP AT BODO WEST",4.573139,7.253833,Bonny,sw,RI,State
wa,SPDC,1/28/2011,cr,519,,wh,sab,526,EGWA 1 - WELL 27,5.589111,5.43675,Warri-South-West,sw,DE,State
,SPDC,1/21/2011,cr,118.2,117,,sab,527,"28"" BOMU-BONNY P/L AT BODO",4.594639,7.257556,Bonny,la,RI,State
,SPDC,1/12/2011,cr,129,156,,sab,528,"28"" TNP AT BODO WEST",4.591639,7.257083,Bonny,sw,RI,State
,SPDC,12/30/2010,cr,193,225,,sab,529,"8"" UMUECHEM D/L AT UMUOSELE",4.976194,7.025,Ikwerre,la,RI,State
,SPDC,12/23/2010,cr,802.5,675,,cor,530,"24"" TNP AT AKPAJO",4.844111,7.114806,Obio/Akpor,la,RI,State
wa,CHEVRON,12/17/2010,cr,600,,pl,sab,531,"Olero-Abiteye 18'' Trunkline, warri southwest L.G.A., Delta State.",5.7552778,5.2097222,Warri-South-West,sw,DE,State
ph,NAOC,12/5/2010,cr,100,,,sab,532,"24"" OGODA/BRASS P/L AT EMAGO-KUGBO/IDEMA",4.6998972,6.4218667,Abua-Odual,la,RI,State
ph,SPDC,11/18/2010,cr,192,,,sab,533,"10"" EGBEMA WEST D/L AT EGBEMA",5.563944,6.728917,Ohaji/Egbema,la,IM,State
,SPDC,11/14/2010,cr,1115,2844,,sab,534,"20"" KOLO CREEK-RUMUEKPE T/L AT OGBOGOLO",4.9469169,6.5549439,Ahoada East,la,RI,State
,SPDC,11/9/2010,cr,104,104,,eqf,535,"10"" EKULAMA D/L TIE-IN MANIFOLD AT SANDBARTH",4.507056,6.687,Akuku Toru,sw,RI,State
,SPDC,10/20/2010,cr,175,100,,sab,536,"20"" KOLO CREEK/RUMUEKPE T/L AT EWEREWERE",4.9676975,6.6125817,,la,RI,State
,MPN,10/15/2010,cr,134.5,,,ome,537,QIT Tank Farm/Tank 5003,4.5503167,8.0173333,,,AK,State
wa,NAOC,10/13/2010,cr,400,,,sab,538,10'' KWALE/AKRI P/L @ AGWA ETITI,5.6408611,6.6174722,Ndokwa-East,la,DE,State
wa,NAOC,10/10/2010,cr,600,,,,539,10'' KWALE/AKRI P/L @ AGWA ETITI,5.6822778,6.5940278,Ndokwa-East,la,DE,State
,SPDC,9/25/2010,cr,1000,1455,,,540,"18"" ASSA/RUMUEKPE T/L AT AWARA",5.349528,6.795444,Ohaji/Egbema,la,IM,State
,SPDC,9/22/2010,cr,335,130,,sab,541,"16"" NUNRIVER-KOLO CREEK T/L AT IGIEBIRI",4.828389,6.165611,Southern Ijaw,sw,BY,State
,SPDC,9/14/2010,cr,450,900,,sab,542,"OLD 20"" KOLO CREEL/RUMUEKPE T/L AT OGBOGOLO",4.946775,6.5550806,,la,RI,State
,NAOC,9/2/2010,cr,220,,,cor,543,"10"" CLOUGH CRK/TEBIDABA P/L AT AZUZUAMA 15",4.6866667,5.8953611,Southern Ijaw,sw,BY,State
,NAOC,9/2/2010,cr,200,,,cor,544,"10"" CLOUGH CREEK/TEBIDABA P/L AT AZUZUAMA 14",4.6851111,5.8969444,Southern Ijaw,sw,BY,State
,SPDC,8/22/2010,cr,167,495,,sab,545,"12"" ADIBAWA-OKORDIA AT IKARAMA",5.16575,6.470361,Yenagoa,la,BY,State
,SPDC,8/19/2010,cr,300,150,,sab,546,"18"" ASSA-RUMUEKPE T/L AT AWARA",5.350917,6.795806,Ohaji/Egbema,la,IM,State
wa,NAOC,8/19/2010,cr,180,,,sab,547,10'' IRRI/KWALE PIPELINE @ OFAGBE,5.6420556,6.6227222,Ogba/Egbema/Ndoni,sw,DE,State
,SPDC,8/11/2010,cr,725,,,sab,548,"24"" CAWC-BONNY LOOPLINE AT ILOMATORU",4.5265,7.095694,Bonny,sw,RI,State
,SPDC,8/11/2010,cr,2029,1733,,sab,549,CAWC-BONNY LOOPLINE AT KALIBIAMA,4.484306,7.149806,Bonny,sw,RI,State
,SPDC,8/10/2010,cr,108,145,,sab,550,"18"" ASSA-RUMUEKPE T/L AT AWARA",5.356583,6.797111,Ohaji/Egbema,la,IM,State
,SPDC,8/5/2010,cr,1510,721,,sab,551,"28"" BOMU/BONNY TNP AT PATRICK WATER SIDE",4.595694,7.257667,Bonny,sw,RI,State
wa,CHEVRON,7/24/2010,cr,740,,pl,sab,552,"Olero-Abiyeye 18'' Trunk pipeline, Warri Southwest L.G.A., Delta State.",5.7696167,5.2034,Warri-South-West,sw,DE,State
,NAOC,7/10/2010,cr,220,,,sab,553,"24"" OGODA/BRASS AT AMUROTO",4.7834417,6.4500528,Abua/Odual,sw,RI,State
,NAOC,6/26/2010,cr,800,,,sab,554,"18"" OBAMA/BRASS P/L RISER AT BASOKIRI",4.5744611,6.2750278,Nembe,sw,BY,State
,SPDC,6/24/2010,cr,260,225,,sab,555,"28"" RUKPOKU-BOMU BONNY TNP AT B.DERE",4.697667,7.248972,Gokana,la,RI,State
,NAOC,6/20/2010,cr,100,,,sab,556,"24"" OGODA BRASS PIPELINE AT OZOCHI",4.96525,6.5108056,Ahoada West,la,RI,State
wa,CHEVRON,5/27/2010,cr,593.86,593.86,pl,sab,557,Dibi-Aqbiteye pipeline,,,Warri-South-West,sw,DE,State
,SPDC,5/20/2010,cr,180,30,,sab,558,"10"" DIEBU CRK D/L AT OPOROMA",4.79075,6.107028,Southern-Ijaw,sw,BY,State
wa,CHEVRON,5/16/2010,cr,227,227,pl,sab,559,"18"" Abiteye- Escravos pipeline, Warri Southwest L.G.A., Delta State.",5.6447222,5.2411111,,sw,DE,State
,NAOC,5/12/2010,cr,150,,,sab,560,"14"" AKRI/EOC P/L AT MMAHU",5.5483889,6.7120556,Ohaji/Egbema,la,IM,State
,NAOC,5/5/2010,cr,1200,,,sab,561,"24"" OGODA/BRASS P/L AT OBODHI",4.9663472,6.5139222,Ahoada West,la,RI,State
,MPN,5/1/2010,cr,232,,,cor,562,Idoho PP OML:68,4.3645,7.9995,,of,AK,State
ph,NAOC,4/25/2010,cr,1000,,,sab,563,"24"" OGODA/BRASS P/L AT EMAGOKUGBO 3",4.71333,6.43,Abua-Odual,la,RI,State
ph,NAOC,4/25/2010,cr,1500,,,sab,564,"24"" OGODA/BRASS PL AT EMAGO-KUGBE (2)",4.7022222,6.4325,Abua-Odual,la,RI,State
,SPDC,3/18/2010,cr,150.8,140,,sab,565,"10"" DIEBU CREEK /NUN RIVER D/L AT OPOROMA",4.779583,6.105778,Southern Ijaw,sw,BY,State
,NAOC,3/11/2010,cr,100,,,cor,566,"10"" CLOUGH CRK/TEBIDABA AT AZUZUAMA",4.6658056,5.9136944,Southern Ijaw,sw,BY,State
,NAOC,3/8/2010,cr,300,,,cor,567,"10"" CLOUGH CREEK/ TEBIDABA P/L @ AZUZUAMA",4.6823056,5.8995833,Southern Ijaw,sw,BY,State
,NAOC,3/3/2010,cr,800,,,sab,568,"18"" TEBIDABA/BRASS P/L AT MBASIKIRI (I) (M4 RISER)",4.4053333,6.2617639,Nembe,sw,BY,State
,NAOC,2/9/2010,cr,100,,,sab,569,"14"" OGBOINBIRI/TEBIDABA P/L AT KEME-EBIAMA I",4.7905,5.9731389,Southern Ijaw,sw,BY,State
,NAOC,2/9/2010,cr,100,,,sab,570,"14"" OGBOINBIRI/TEBIDABA P/L AT KEME-EBIAMA 3",4.7895833,5.9739444,Southern Ijaw,sw,BY,State
,NAOC,2/1/2010,cr,1020,,,sab,571,"8"" NEMBE SOUTH/OBAMA P/L AT SABATORU 1",4.6036667,6.33375,Nembe,sw,BY,State
,NAOC,1/26/2010,cr,1100,,,sab,572,"8"" NEMBE SOUTH P/L AT KIMINIM IGAKUBURI",4.6018611,6.3120556,Nembe,sw,BY,State
,NAOC,1/23/2010,cr,100,,,cor,573,"10"" CLOUGH CREEK/TEBIDABA AT AZUZUAMA(1)",4.6896111,5.8979444,Southern Ijaw,sw,BY,State
,NAOC,1/18/2010,cr,120,,,sab,574,"18"" TEBIDABA/BRASS F/L@ OYEREBGENE(2)",4.5051944,6.0559167,Southern Ijaw,sw,BY,State
